actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.2887436151504517
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.02184772491455
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,17.18867301940918
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.96142578125
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,27.733013153076172
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,31.36635398864746
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.68956756591797
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,35.23908615112305
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,36.59233093261719
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,37.656585693359375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,38.28594970703125
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,37.866947174072266
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,36.62525939941406
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,35.23150634765625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.5489501953125
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,31.799209594726562
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,29.47461700439453
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,26.91046142578125
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,24.020530700683594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.853858947753906
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,20.02501106262207
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,16.385087966918945
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,15.079170227050781
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.107993125915527
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.566366672515869
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.7132911682128906
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.135453462600708
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.2909736633300781
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.409719944000244
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.736326217651367
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.945932388305664
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,17.59740447998047
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,23.632225036621094
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,28.493324279785156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,32.50503921508789
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,36.09093475341797
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,39.696441650390625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,42.32843780517578
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,44.6810302734375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,45.84032440185547
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,46.07376480102539
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,44.60440444946289
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,42.8294563293457
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,40.98103332519531
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,36.945682525634766
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,30.36606216430664
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.351545333862305
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.044528007507324
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.5714826583862305
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.4085105657577515
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.826938629150391
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.679868698120117
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.83635139465332
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,26.62955093383789
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,29.62702178955078
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,31.982744216918945
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,34.01015853881836
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,36.49579620361328
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,38.65327835083008
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,39.74382781982422
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,39.14811706542969
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,37.850521087646484
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,36.31976318359375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,32.40675735473633
0.0,0.0
0.0,30.090993881225586
0.0,0.0
0.0,0.0
0.0,26.142841339111328
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,18.42932891845703
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.276815414428711
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.226243257522583
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8321844339370728
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.565409183502197
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.948613166809082
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.82319450378418
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,27.629714965820312
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,32.27962112426758
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,35.9787483215332
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,38.54365158081055
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,39.46621322631836
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,39.856224060058594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,39.676151275634766
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,38.8998908996582
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,37.30540466308594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,35.503700256347656
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,32.50981903076172
0.0,0.0
0.0,0.0
0.0,0.0
0.0,27.587100982666016
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,20.984113693237305
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,12.984007835388184
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.65657901763916
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.8619121313095093
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.446962833404541
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,13.216832160949707
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,17.944719314575195
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.357030868530273
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,23.771350860595703
0.0,0.0
0.0,24.61207389831543
0.0,0.0
0.0,0.0
0.0,25.79541015625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,26.411781311035156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,25.542219161987305
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,23.746498107910156
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.631433486938477
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,18.303783416748047
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.312079429626465
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.25389575958252
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,4.24052095413208
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.540050983428955
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.335638046264648
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,16.224882125854492
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.795791625976562
0.0,0.0
0.0,0.0
0.0,0.0
184.16587829589844,28.87285041809082
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,34.7123908996582
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,39.42566680908203
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,42.39118576049805
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,44.618133544921875
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,46.93026351928711
184.16580200195312,0.0
187.57603454589844,0.0
0.0,0.0
0.0,0.0
0.0,49.52040100097656
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,51.525211334228516
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,52.8715934753418
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,53.219261169433594
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,52.3395881652832
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,50.709510803222656
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,48.80897903442383
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,47.41910934448242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,46.13779830932617
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,44.58375549316406
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,42.48255157470703
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,40.63269805908203
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,38.61160659790039
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,36.92361831665039
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,35.89620590209961
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,35.02507781982422
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,34.75857925415039
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,34.824710845947266
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,34.99666213989258
0.0,0.0
0.0,34.990509033203125
0.0,0.0
0.0,0.0
0.0,34.63257598876953
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,33.67993927001953
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,32.01841354370117
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,30.38523292541504
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,29.3680419921875
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,28.571779251098633
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,28.199230194091797
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,27.655990600585938
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,27.194988250732422
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,26.323301315307617
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,25.366291046142578
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,24.75193214416504
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,24.2008113861084
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.432743072509766
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,20.103124618530273
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,18.881080627441406
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,17.927785873413086
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,16.66874122619629
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.784736633300781
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,13.813084602355957
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,12.800962448120117
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,12.008481979370117
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.981013298034668
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.554566383361816
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.768728733062744
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.340565204620361
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,4.540196895599365
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.3159916400909424
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.6965082287788391
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.15504266321659088
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.5102952122688293
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.0651333332061768
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,4.987956523895264
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.66770601272583
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.73458480834961
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,11.277297973632812
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.23729419708252
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,18.008651733398438
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,20.351327896118164
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.159420013427734
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,22.751426696777344
0.0,0.0
0.0,0.0
0.0,0.0
0.0,24.343717575073242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,25.556570053100586
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,26.473541259765625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,26.14341926574707
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,25.623065948486328
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,23.72539710998535
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21.15375518798828
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,18.3060359954834
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.24575424194336
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.996927261352539
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7.405588150024414
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,5.420342445373535
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.9978907108306885
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.5224173665046692
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,4.75956392288208
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,9.5441255569458
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,12.492024421691895
0.0,0.0
0.0,0.0
0.0,14.114745140075684
0.0,0.0
0.0,14.761198043823242
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,15.09591007232666
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,14.555023193359375
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,13.311508178710938
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.20567512512207
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.0775017738342285
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.4447062611579895
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,2.043562650680542
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,6.8210577964782715
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,10.230795860290527
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,12.470898628234863
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,13.679078102111816
0.0,0.0
0.0,0.0
0.0,0.0
